tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,floof,Dog_Class,dog_class_count,ratings_percentage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
890006608113172480,2017-07-26 00:31:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,KODA,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,SAMOYED,0.9579790000000001,True,POMERANIAN,0.0138835,True,CHOW,0.00816748,True,7624,31166
889880896479866881,2017-07-25 16:11:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,BRUNO,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,FRENCH_BULLDOG,0.377417,True,LABRADOR_RETRIEVER,0.151317,True,MUZZLE,0.0829811,False,5156,28268
889665388333682689,2017-07-25 01:55:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,0,0,0,1,0,puppo,1,1.3,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,PEMBROKE,0.966327,True,CARDIGAN,0.0273557,True,BASENJI,0.00463323,True,8538,38818
889638837579907072,2017-07-25 00:10:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,TED,0,0,0,0,1,floof,1,1.2,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,FRENCH_BULLDOG,0.99165,True,BOXER,0.00212864,True,STAFFORDSHIRE_BULLTERRIER,0.00149818,True,4735,27672
889531135344209921,2017-07-24 17:02:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,STUART,0,0,0,1,0,puppo,1,1.3,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,GOLDEN_RETRIEVER,0.953442,True,LABRADOR_RETRIEVER,0.0138341,True,REDBONE,0.00795775,True,2321,15359
889278841981685760,2017-07-24 00:19:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,OLIVER,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,WHIPPET,0.626152,True,BORZOI,0.194742,True,SALUKI,0.027350700000000002,True,5637,25652
888917238123831296,2017-07-23 00:22:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,JIM,0,0,0,0,1,floof,1,1.2,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,GOLDEN_RETRIEVER,0.714719,True,TIBETAN_MASTIFF,0.12018399999999999,True,LABRADOR_RETRIEVER,0.10550599999999999,True,4709,29611
888804989199671297,2017-07-22 16:56:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,ZEKE,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,GOLDEN_RETRIEVER,0.46976,True,LABRADOR_RETRIEVER,0.184172,True,ENGLISH_SETTER,0.0734817,True,4559,26080
888554962724278272,2017-07-22 00:23:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,RALPHUS,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,SIBERIAN_HUSKY,0.700377,True,ESKIMO_DOG,0.166511,True,MALAMUTE,0.111411,True,3732,20290
888078434458587136,2017-07-20 16:49:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,GERALD,0,0,0,0,1,floof,1,1.2,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,FRENCH_BULLDOG,0.9950260000000001,True,PUG,0.0009319080000000001,True,BULL_MASTIFF,0.000903211,True,3653,22201
887705289381826560,2017-07-19 16:06:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,JEFFREY,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,BASSET,0.821664,True,REDBONE,0.0875815,True,WEIMARANER,0.026236400000000003,True,5609,30779
887517139158093824,2017-07-19 03:39:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,SUCH,0,0,0,0,1,floof,1,1.4,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,LIMOUSINE,0.130432,False,TOW_TRUCK,0.0291754,False,SHOPPING_CART,0.0263208,False,12082,46959
887473957103951883,2017-07-19 00:47:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,CANELA,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,PEMBROKE,0.809197,True,RHODESIAN_RIDGEBACK,0.05495,True,BEAGLE,0.0389148,True,18781,69871
887343217045368832,2017-07-18 16:08:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,MEXICAN_HAIRLESS,0.330741,True,SEA_LION,0.275645,False,WEIMARANER,0.134203,True,10737,34222
887101392804085760,2017-07-18 00:07:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,0,0,0,0,1,floof,1,1.2,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,SAMOYED,0.733942,True,ESKIMO_DOG,0.0350295,True,STAFFORDSHIRE_BULLTERRIER,0.029704700000000007,True,6167,31061
886983233522544640,2017-07-17 16:17:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,MAYA,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,CHIHUAHUA,0.793469,True,TOY_TERRIER,0.143528,True,CAN_OPENER,0.0322529,False,8084,35859
886736880519319552,2017-07-16 23:58:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,MINGUS,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,KUVASZ,0.309706,True,GREAT_PYRENEES,0.186136,True,DANDIE_DINMONT,0.08634630000000001,True,3443,12306
886680336477933568,2017-07-16 20:14:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,DEREK,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,CONVERTIBLE,0.738995,False,SPORTS_CAR,0.139952,False,CAR_WHEEL,0.044172699999999995,False,4610,22798
886366144734445568,2017-07-15 23:25:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,ROSCOE,0,0,1,0,0,pupper,1,1.2,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,FRENCH_BULLDOG,0.999201,True,CHIHUAHUA,0.00036117800000000003,True,BOSTON_BULL,7.55616e-05,True,3316,21524
886258384151887873,2017-07-15 16:17:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,WAFFLES,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,PUG,0.943575,True,SHOWER_CAP,0.0252856,False,SIAMESE_CAT,0.00284892,False,6523,28469
885984800019947520,2017-07-14 22:10:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,JIMBO,0,0,0,0,1,floof,1,1.2,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,BLENHEIM_SPANIEL,0.9724940000000001,True,SHIH-TZU,0.00663012,True,BERNESE_MOUNTAIN_DOG,0.00623915,True,7097,33382
885528943205470208,2017-07-13 15:58:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,MAISEY,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,PUG,0.369275,True,LABRADOR_RETRIEVER,0.265835,True,KUVASZ,0.134697,True,6683,36689
885311592912609280,2017-07-13 01:35:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13,10,LILLY,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,LABRADOR_RETRIEVER,0.908703,True,SEAT_BELT,0.0570909,False,PUG,0.0119335,True,19297,0
885167619883638784,2017-07-12 16:03:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,MALAMUTE,0.8124819999999999,True,SIBERIAN_HUSKY,0.0717125,True,ESKIMO_DOG,0.0557697,True,4556,22367
884925521741709313,2017-07-12 00:01:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,EARL,0,0,0,0,1,floof,1,1.2,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,ITALIAN_GREYHOUND,0.259916,True,AMERICAN_STAFFORDSHIRE_TERRIER,0.198451,True,STAFFORDSHIRE_BULLTERRIER,0.127725,True,16439,68152
884876753390489601,2017-07-11 20:47:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,LOLA,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,CHOW,0.822103,True,NORWICH_TERRIER,0.106075,True,NORFOLK_TERRIER,0.0373485,True,6096,28514
884562892145688576,2017-07-11 00:00:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,KEVIN,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,PUG,0.5464060000000001,True,FRENCH_BULLDOG,0.404291,True,BRABANCON_GRIFFON,0.044001900000000004,True,5100,24765
884441805382717440,2017-07-10 15:58:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,,0,0,0,0,1,floof,1,1.4,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,PEMBROKE,0.993225,True,CARDIGAN,0.00321648,True,CHIHUAHUA,0.00208089,True,5856,27478
884162670584377345,2017-07-09 21:29:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,YOGI,1,0,0,0,0,doggo,1,1.2,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,GERMAN_SHEPHERD,0.707046,True,MALINOIS,0.199396,True,NORWEGIAN_ELKHOUND,0.0491476,True,3128,20771
883838122936631299,2017-07-09 00:00:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,NOAH,0,0,0,0,1,floof,1,1.2,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,DOBERMAN,0.610946,True,MINIATURE_PINSCHER,0.299603,True,KELPIE,0.0630203,True,3586,22349
883482846933004288,2017-07-08 00:28:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,BELLA,0,0,0,0,1,floof,1,0.5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,GOLDEN_RETRIEVER,0.943082,True,LABRADOR_RETRIEVER,0.032409,True,KUVASZ,0.00550072,True,10407,46860
883360690899218434,2017-07-07 16:22:55 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,GRIZZWALD,0,1,0,0,0,floofer,1,1.3,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,CHOW,0.9879969999999999,True,TIBETAN_MASTIFF,0.00709872,True,NEWFOUNDLAND,0.00214033,True,3825,22986
883117836046086144,2017-07-07 00:17:54 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,GOLDEN_RETRIEVER,0.9495620000000001,True,LABRADOR_RETRIEVER,0.04594790000000002,True,KUVASZ,0.00247094,True,6949,37914
882992080364220416,2017-07-06 15:58:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,RUSTY,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,ESKIMO_DOG,0.46677799999999997,True,SIBERIAN_HUSKY,0.406044,True,DINGO,0.07341439999999999,False,4122,24445
882762694511734784,2017-07-06 00:46:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,GUS,0,0,1,0,0,pupper,1,1.2,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,LABRADOR_RETRIEVER,0.85005,True,CHESAPEAKE_BAY_RETRIEVER,0.074257,True,FLAT-COATED_RETRIEVER,0.015579399999999997,True,5134,28903
882627270321602560,2017-07-05 15:48:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,STANLEY,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,PEMBROKE,0.542982,True,CHIHUAHUA,0.251988,True,CARDIGAN,0.107699,True,6342,28382
882268110199369728,2017-07-04 16:01:23 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,ALFY,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,GOLDEN_RETRIEVER,0.762211,True,LABRADOR_RETRIEVER,0.09898489999999999,True,COCKER_SPANIEL,0.0171995,True,12118,45880
882045870035918850,2017-07-04 01:18:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,KOKO,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,WEB_SITE,0.949591,False,DHOLE,0.0173258,False,GOLDEN_RETRIEVER,0.00694063,True,5203,29900
881906580714921986,2017-07-03 16:04:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,REY,0,0,0,0,1,floof,1,1.2,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,WEIMARANER,0.291539,True,CHESAPEAKE_BAY_RETRIEVER,0.278966,True,KOALA,0.12701700000000002,False,3533,24773
881666595344535552,2017-07-03 00:11:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,GARY,0,0,0,0,1,floof,1,1.3,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,SALUKI,0.529012,True,AFGHAN_HOUND,0.25000300000000003,True,GOLDEN_RETRIEVER,0.16073900000000002,True,11099,51522
881536004380872706,2017-07-02 15:32:16 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,A,0,0,1,0,0,pupper,1,1.4,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,SAMOYED,0.281463,True,ANGORA,0.272066,False,PERSIAN_CAT,0.114854,False,16570,50199
881268444196462592,2017-07-01 21:49:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,ELLIOT,0,0,0,0,1,floof,1,1.2,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,TUSKER,0.473303,False,INDIAN_ELEPHANT,0.245646,False,IBEX,0.0556607,False,5358,23501
